"","X1","X2"
"702","HfuIfYB_CxMAAJiEnxDl9w","Spectacular.  Delicious hibachi chicken. The fried rice is one of best I have had. The chicken they use is nice thick cut breast. The sushi was great. Large... This is the first sushi restaurant I've been to that doesn't have an ""all you can eat"" option. They do have a decent roll menu but it's a bit more extensive... Why would you say upen till 12 if you are close 11:30 ? Drove down here to take one roll to go and it was already closed"
"703","rjZ0L-P1SRLJfiK5epnjYg","My 2 year old loved it! She wasn't able to sit on most of the rides but the few she was able to sit in she loved. There was a petting zoo and ponies to... Ugh....

It's been several years since I've gone to the San Gennaro Feast in Las Vegas. Now, I've been to the San Gennaro Festival in NYC when I spent a... Italians around the world are rolling over in their graves
No zeppole!
Overpriced food
International food fest...Italian only please
Vendors not ready with..."
"704","jY7Ql_Qk8duv7jZrMZahaw","So this is great! Just a hallway strip of the Golden Nugget, but wow! Ask for Yu-ling; she's great! 
Very, very fast service prepared fresh in front of you.... I sat at the bar.

Short on time but the bottom line is great, scratch that. Outstanding staff.  I would have  enjoyed dinner here every night if I could... I'm at a loss for the star rating here.  We just returned from Las Vegas and stayed in the Golden Nugget and went to RED 3 evenings in a row.  The only..."
"705","l_GV0hgEoTUf70uJVT0_hg","Believe the hype!! One of the most enjoyable breakfasts I've had here in Vegas. I came as soon as they opened since I knew they could get busy. I was warmly... *birthday celebration week Jan24th-Feb4th*

This was my birthday breakfast and I absolutely enjoyed every bit of it . Huge portions , buttery pancakes ,... Came here on a beautiful Sunday morning for a nice brunch with a good friend of mine whom I love to have brunches with. Decided to come downtown to finally..."
"706","VOAO6ip7GwK4McQZbRa60g","What can I say, over the years Denny's has really stepped up their game.  Especially their hamburgers!  They are ridiculously good.  They don't specialize... I was there Sunday night with my fiance and my son I ordered a chocolate shake the waitress brought it to me in a plastic cup and it was a chocolate milk... Waited over 15 minutes before our waiter came to the table.
Eventually received our food and it was mostly edible. 
Never got the stack of pancakes we..."
"707","M4vh_kzppP1nsxo7hsaVIA","Not sure why people are giving such a low number of stars?!?!

Family of 4, picky kids and we all lived it!! 

Service was great, cleanliness and freshness... This is an ok buffet located on the second floor of the Golden Nugget.  This is a small buffet, overpriced and food is about average.  The Prime Rib was... This is a place trapped in time. It keeps the charm and grandiosity of XX century Vegas. The buffet it's something else... Fatuous and playful with strange,..."
"708","iA8Ve2sZKN5Vz3mYKrtCaQ","Always great food and good service!! 
We order Penang Curry and Herbal Salad.
Nice flavor and the spice we asked for Medium was perfect. Not the same as it use to be.

EveryThing rushed. My mother askeD the waitress if she was ready to take our order because she wasn't going to write it down... Is this the best Thai food in Vegas? I don't know. Is it damn good Thai food with an entire vegan/vegetarian menu? Heck, yeah!

I take people here pretty..."
"709","8F-UdXe_YylX3k0L1SEiRg","My first visit was at the suggestion of a vendor for a business meeting and Pho Little Saigon did well...

Pho Little Saigon Ambiance & Service:  Tall... Do not eat here if you don't want to deal with the rudeness of one of the waiter there. We'd never come back again and NO LONGER RECOMMEND this restaurant... Being that we live in a 24/7 town, access to late night food is sooo convenient. At 145am, Izakaya go was packed, Ichiza was closed early, the only place we..."
"710","ckke8MRDHVLJdNa0quxOEg","Sorry Im reviewing the wrong place I meant Shawarma Bar. What's with this place??
I've been here 4x now trying to use a gift certificate and they are NEVER open! The sign in the window says 'Open' but they have... A solid 3.5 for this visit! Ordered a few tapas selections and a main that my waitress remarked as her favorites for this visit: Dark meat Buffalo chicken..."
"711","_hML_SleB40KkUrMHOZ_-Q","Very cool for a quick bite and interesting cocktail.  The rye bramble was awesome and don't miss the presentation with the smoked whiskey cola.  A definite... What a fun spot to catch a drink! 

Last week I met up with a friend who was staying at the Mandalay Bay. We walked around, looking for a bar to have our... The restaurant is nearly decorated, kind of burlesque which creates a nice atmosphere.
We were a party of 4 and ordered different small plates along with..."
"712","vodCM302JJ_P9yJt1WuH_w","Surprisingly delicious! I would definitely recommend to all vegans/vegetarians. I hope they plan to open more locations but if they do, I wish they'd let me... if you're looking for saucy similar to in-n-out, MAKE SURE TO ASK FOR EXTRA V-MAC SAUCE (on the side or on the burger) 

Came here to try out their burgers... 3.5 stars

I ordered the beef sandwich (similar to a banh mi) and the fried zucchini to go. 

The fried zucchini had too much batter on it for my taste. I..."
"713","H8umkLwMkM0vP5B8oPiozQ","Things to know about Sundance Grill in Silverton Casino:
1. 1st Time you sign up for their players card, you get a 50% off coupon at any of their... Went in for a quick bite after playing airstream bowling. Was seated quickly however the service was terrible. The waitress took our order.. I had the late... Sadly this place has gone from upscale casino cafe dining to dirty ~ rude ~ you're putting the staff out by ""hoping"" they'll do there jobs and acknowledge..."
"714","udh__7erx4PuM5quw8zuVg","Excellent food. 
Ordered the combination bowl and loved every bite of it. 
Pita was fresh and meat was tasty.
Had a side of French fries which were also... Decently priced, great hours, friendly staff, and yummy food!

This place is conveniently in the bazaar store fronts infront of Bally's.

We ordered the... Istanbul Mediterranean offers a selection of shawarma based sandwiches including beef, lamb, and falafel (fried chick peas). This location is also..."
"715","DB9BRdu7is0AK1DvcuKlcw","When I'm thinking on a burger here is what come to my mind:
1) petty 
2)bun
3)fries 
They make the experience extremely great I was a bit weary at first since the bag was completely soaked in grease and after paying $28 dollars for two meals but I was pleasantly surprised. My... I never realize people compare Five Guys to another unnamed business around town. I feel like Five Guys restaurants are all in a league of their own. If you..."
"716","Gen0ei06dGq13OJ8DRXUjg","Yes way better at dine in!!!!!
Tonight we decided to give this place a second chance ..... we walked in was greeted right away
The place was kinda of busy... I'm perplexed by the positive reviews of this restaurant; my experience with Metro Pizza was horrible, from beginning to end. 

1) Customer service was rude... I was so excited to finally make it back to metro pizza today only the find out the menu has SHRUNK! Such a bummer  
However the food we chose lunch..."
"717","6jDD-Z8QcsKTdIDWwM8gog","This place is a hidden gem!!! The food is soo delicious and authentic Italian! Dining in? AMAZING. Take out? AMAZING. Delivery? AMAZING. Any way you have it... Alfredo sauce made to order? YES, PLEASE!

Anna Marie's is a hidden gem nestled right on the outskirts of Summerlin (in the same shopping plaza as... My mother and I came here for dinner on a Saturday evening around 5pm. The restaurant is cute and small and wasn't terribly busy yet when we arrived. 

Our..."
"718","YI08egmS9lWWB6N6MmrePw","Found half of a giant meta screw in my food today! Terrified me, and when I called to complain they said they would give me more food for free? Please do... Always look forward to coming to TMAD when I'm in Vegas! Food is always fresh and delicious! Although when I paid with my debit card for some reason I was... This is a pretty good lunch spot when you want something fast and healthyish. I ordered a few plates for my mates and I that we all seemed to enjoy. I ended..."
"719","oEkOj9NXJFrjFn3NBB_jpA","While visiting Vegas, we drove by Rhythm Kitchen. 
My boyfriend ended up finding it on yelp and he made a reservation. 
Terry was our waiter and his service... Ugh. I hate even having to write this review because I know that their regular dinner service is better than tonight's Thanksgiving Buffet. 

Cold fried... I had wanted to try the Rhythm Kitchen for quite awhile. I love Cajun/ Creole food so I was really excited.......calories and all
   The outside appearance..."
"720","FqXwm6UpihHY7Ha-pr4y6Q","Was needing something hearty and heavy after happy hour drinks after work.  I work on the strip so Pasta Mia was conveniently located between work and home... FIREEEEEEE! 

Beautiful music, portraits & feels like Florence.

The food tastes delicious! 

Def a hidden gem in the city. Perfect for family parties and dates We normally patronize their East location.  But we found out that this location is slightly closer to our new house and figured it would be the same...."
"721","inuW6Gl02Mf8G5RRk39_lw","Unfortunately, Chada Street is now closed; according to staff I spoke to yesterday at the Chada on Jones, they have no plans to move/reopen Chada Street or... This was one of my friend's favorite Thai restaurants in Las Vegas so I decided to try it out. It is located in the older part of Chinatown in one of the... Food:4.5 stars
Service:3stars
Ambience:4 stars

This is the Thai restaurant in town  that I personally would choose when I crave for Thai food or refer to..."
"722","W0oH-WXVdQj98XJ9Obn82Q","First time ever coming to TGI Fridays. I'm from Hawaii so the closest thing we have to TGIF is the frozen section at the grocery store. We came here because... I love this TGIF inside the Goldcoast Casino. Friendly service and the food are always come out the way we ordered it. Delicious!!
I got the full stack ribs... We walked in and the host and hostess were all sitting around joking and laughing. One looks at us and says, ""2?"" They walk us to our seat and we sat there..."
"723","nu1GQ_Q43JqzrWMZE_dE1Q","3.5 stars, but rounded up because our service was good.

My husband, friend, and I decided to eat here for dinner since we were already at Caesars.

When we... I've been wanting to try Searsucker for a very long time after I first came across it in San Diego. A trip to Las Vegas came a lot sooner than a return trip... First time trying this place and I probably won't be back. We came on a Friday night and it was easy to get a reservation and they were accomadating because..."
"724","4JNXUYY8wbaaDmk3BPzlWw","The best breakfast I've had in Vegas! I ordered the chocolate-hazelnut waffles which were super delicious (but very very sweet) could have lighteneded the... A slice of Paris on the strip - yes please! We enjoyed brunch here on the patio, soaking in some vitamin D whilst people watching.  I had made reservations... Made reservations for a nice anniversary dinner. The service was a little slow at first, but I blame the hostess for seating three tables in one section in..."
"725","PYrA0thkuLCVAknUHYhVEQ","We were sent in by our brother who has been here and sooooo glad he found this little GEM!! They are located in a little strip center off Silverado and... I am so sad I didn't find this place sooner! 

We were in the area and a friend of mine took me here and honestly I have NEVER liked Jerk anything. But I do... I think this place is absolutely great.   It's the closest thing to authentic tasting Carib food that I've found since living here in Vegas for three years..."
"726","fAlKTsfsUF6A5iujEI2Z1w","I am absolutely blown away. I came in hangry and having a bad night and low expectations, and left having had one of the most delicious meals I have ever... The giant meatball was room temp big and ok BUT the Lobster Ravioli...I dont know what is inside of them but it wasn't lobster. 
Sat on their patio and... Honestly the Short Rib Ravioli was mediocre. You know the food isn't great when you don't eat it all or ask for a box to take to go. I did try a local beer..."
"727","ABJjxuO6oh5D9R48-eAUdQ","Came to the buffet twice while we were at the Luxor - Sunday brunch and a Tuesday brunch. The food here is very basic and really akin to a Hometown Buffet... This was awful and overall pretty disappointing. 

Went for the week day brunch. I asked if there was a full menu of items on the buffet before going in.... It's probably the smallest buffet I've seen. Maybe 3-4 dishes in each section. 
The Mexican is HORRIBLE. Tamales were DRY.
The Asian - the potstickers are..."
"728","M-bM5y8qdE-Z3mfZept1EA","Their food and service have always been on point for me. I can't complain about the prices or proportions. I usually call to pick up my order and it's ready... I enjoyed eating here.  It's properly prepared & it's a great value for the price. 

The service is also great and accommodating. Came here on a non-busy weekday, and was able to put in an order of mini Loco Moco, eggs over-easy. I liked that the food came out fresh and hot. The ratio..."
"729","Se-co1eXBho5A4YwMfKMIQ","Really glad we found this place! The food was amazing and the staff was excellent! Servers showed great customer service. Definitely will come back Nice place to get pancakes. It was very clean and stuff welcoming. I had monkey business pancakes and husband Belgium waffle - churro style (it's deep... Griddlecakes is a cute neighborhood restaurant. A place to get a quick bite. They are open for breakfast and lunch. I ordered the griddle which isn't my..."
"730","U9nXdynQ2YR5xYx8tM3S7w","We first came in for what I thought was the daily special through the app I downloaded. Since it wasnt, Chaney our waitress (I hope I spelled that right)... I came here to meet with a friend for dinner. Service was quick and manager was able to greet us. 
Was a pretty busy location that night since it was a... First time here and the food is the best I have to say that they have the best customer service ever the manager is really amazing she came to our table to..."
"731","QKw32mA440qR7iNQ_vQnyQ","If you're in a rush don't bother trying to order from Pei Wei at this airport. They will tell you 10 minutes but in actuality it is 30 minutes. My friend... Supper at the airport before taking off #great for before take off 
It's fast and good 
Great Asian food Oh, how I've missed you Pei Wei! During my last trip to Las Vegas with my wife, it was my mission for her to try this place. Well, it didn't necessarily..."
"732","MnYGGxWpMyQ7oncUPjbEmw","There are a lot of kids which is to be expected with the location. They keep about 50 hot dogs on the grill at all times. Not covered. Not sure how long... Came here for a quick bite. Ordered the Western omelet with no ham. It came with a side of potatoes and choice of toast or biscuit (we chose biscuit).... Inside of the Luxor food court.

Terrible. Wow, it's been a while since I've gone to a restaurant where I cannot think of one positive thing to say about..."
"733","ZibmYdOPKLlqDM9oR6xzOA","Far East comes to America to conquer the burger!

Sweet juicy burgers covered with melted cheese, infused with a zing of deliciousness from the Far East!... I can't believe it's six years since I was at Bachi.  After a movie yesterday, I walked next door for an early dinner.

I was seated at one of the two tops... Came here as the last meal for 2018 because I used to be OBSESSED WITH EATING HERE. I used to live down the street and ordered take out seriously at least..."
"734","Jt28TYWanzKrJYYr0Tf1MQ","Very surprised how good the food was here!

Walking around Las Vegas we really were not sure what to expect. From the outside this looked to be a chain... Couple highlights from Cabo Wabo Cantina!!

Definitely a tourist destination on the strip, hosting a very lively dining room during this brunch visit.... After choosing almost all the restaurants during our stay in Vegas, it was my hubby's turn to choose.

After walking around the strip all morning, checking..."
"735","R073RHVTWuUc_JabjD0bsA","Love this place ! I love their sauce crust and cheese so what I'm saying is their pizza is incredible. Great place to take the kids and delivery is always... Very disappointed in this place. Pizza crust was more like burnt toast, over cooked and had no chewy crusty texture, the sauce wasn't seasoned, meatball was... Very disappointed in the poor service we received. Waitress made it extremely difficult to get her attention on multiple occasions (even though we were the..."
"736","IO3iTBH0rX-G7E7wAreRSQ","We were in the area and wanted to check out new pizza spots in the area and went in to check it out.We ended up getting friendly and professional customer... Amazing service. I absolutely love a good new-York style pizza and Angelinas Pizza never disappoints. It's my go-to pizza all the time, they always have... While in Vegas, we decided to order in and wanted pizza. This seemed like a good choice, but was less than unimpressed with it. We did a classic Cleese..."
"737","Mh84_j7YmRrAcm0DWV4bUw","Dare I say? Yes, I do. Come bring the wrath onto me if you disagree, but I feel I have found my favorite pizza in Las Vegas, tied with Secret Pizza. This... You can't get more authentic Italian than here.  The simple cheese slice is excellent and the Sicilian slice is out of this world.  Zesty sauce atop a light... A slice of NY in Vegas!!  This is truly a place to get a real deal NY slice of pizza.  It's no wonder David Portnoy, One Bite Everyone Knows the Rules,..."
"738","w6zW6gIyg1sI5V6Wag_SYg","MUST TRY PLACE!!!!!!
This is my new favorite place!
The portion size is ALOT & the food is so fn tasty! 
It was my first time here & Kevin provided great... I decided to try a new bento place and saw the 4.5 star rating on Yelp. Unfortunately I didn't read any of the recent reviews, which are mostly 1-2 stars as... The owner/employee was super friendly from the moment I walked in, and the food is great too. Most of the food is cooked teppanyaki style (hence the name),..."
"739","DkYS3arLOhA8si5uUEmHOw","There was a line out this place for a reason!

A friend was raving to me that one of the places we HAD to go to in Vegas was Earl of Sandwich and she was... -- overview
located in planet hollywood, earl of sandwich is known for their delicious hot subs. they offer creative options like hawaiian bbq, holiday... Average sandwich, dont understand why the reviews are written saying it's the best. 


Definitely wont try."
"740","tro-hrljuY1cUAVFYauTlQ","Ibe always had a great experience when visiting this location. 

They are located near the airport, strip and university so it can get quite busy sometimes.... A much easier and less busy location versus the one you can see of the I-15. 

We went during the summer so UNLV was out of school and it's close to Pinball... It's an In n Out. That really should be enough for you to decide whether you want to go here or not, unless you're new to the western part of the country. I..."
"741","RSOinkOUpxm0mGw1IWr4Xw","2018 New Year's Eve party with free flowing Dom and AYCE sashimi, oysters, shrimp and much much more including a live DJ at $95pp was a steal. 

If they run... Ive been to the Miami Beach location many times ad I've never had a bad experience. So i figured why not give the Las Vegas location a try. For some reason... So happy we ended our Vegas trip on such a delicious note!! The Katsuya is located inside the SLS hotel. The food was so fresh and tasty! Definitely..."
"742","xM37qm9Wbc-hOAS7-Xse7g","Best omakase and some of the best japanese food in Vegas!

-We have been to Kabuto before and this was way better and cheaper
-We did the 6-7 dish Omakase... My family made reservations for a kaiseki meal right before the holidays at Kaiseki Yuzu, a strip mall Japanese restaurant.  In addition to its regular... Kaiseki Yuzu is unassuming from the exterior, and you would never know what amazing food lies behind its door until you go for yourself. When people ask me..."
"743","V96iWEiPOMLOSQgO4x2rfQ","It's a typical White Castle that gets a little crowded and could use a more frequent cleaning during it's busy hours than it got on our most recent trip.... Bathroom code is 1911

Kind of dirty, homeless people everywhere but aye its Vegas! I was just kinda shook when the lady called my number, I came up and... Agreed that we don't know that the hype was all about for these mini sliders. But now we've tried them- got the basic burger and cheese burger. They come in..."
"744","2Mp53KxlGeZJkodTuqpVow","This place is amazing. I ordered a Build Your Own with marinara sauce and mozzarella and with all the vegetables except jalapeño and the sweet ones like... My count of visits customized personal pizza places now stands at 4. As I've mentioned before, Pieology is still hilariously absent from this list.

I've... Best pizza ever! It's $12 for any pizza the cheese pizza is $10. Nice simple pricing, easy to order and taste was so good! 
Depending on how many toppings..."
"745","yy7pPm_QGVRm6exD__Htug","Located on East Flamingo near Maryland Parkway, an area close to UNLV that features substantial competition, India Oven Masala Bar & Grill continues to... This place by far my favorite! You can just never go wrong here. They have a great buffet, but never go for the buffet. I'm more about ordering from the... I'm from Miami and ordered through Postmates. I want aware that the chicken platters like chicken tikki masala didn't already come with rice. No utensils..."
"746","viHcW-LLmOxBMHFm0jxPvQ","Decent food, prices, and service. The prime rib burger was delicious, the fish and chips decent but not an ""oh wow this is delicious"".

Our waitress was so... Our experience at Grand Cafe in Palace Station was okay. First the positives, they have terrific specials including the breakfast one I ordered for $3.99.... After a night of gambling, the BF and I decided to grab a bite to eat. Decided to come to the Grand Cafe as it was about 1ish in the morning and the oyster..."
"747","EiEaPRsi2AW3j3xraIssrA","Having already written of Bronze Café at The Market Catering twice and happy to recommend their downtown Restaurant to anyone seeking a great Breakfast,... This is a great well-rounded, fair priced cafe in Downtown! All of their food and drinks are made fresh and are delicious. 

I've been here many times and... My daughter & I used to go to Bronze Cafe when they were at The Center on Maryland Parkway. Delicious vegetarian & vegan eats served here. 

We were..."
"748","hDyc9DdjGldhxis5E1rd3w","I usually order through UberEats when I'm at work but today was my 3rd time coming in person and I'm surprised I never wrote a review for this place!

So... Used to come here religiously 2 times a week and I  reccomended this to all my friends. Food was good, value was great, service was friendly, and the... Ok. Not bad but not great. The person making mine wasn't as informative as the one that made my friends bowl. I wish they would have told me that the spicy..."
"749","YnmtUJGqQIQL9tz1MRyfqA","Came here to have a very late lunch/ very early dinner since we were staying in the MGM. This was conveniently located downstairs. It was off to an area... Great bacon burger and fries!!

Great flavor with the secret being the bacon jam on the burger.   Not sure what it is but it has outstanding flavor.   I... 08.03.2019

Hubby picked up a burger to go while the girls and I grabbed a crepe next door. 

The burger was well-seasoned and juicy. The flavor of the..."
"750","qVbZ_VrZEGJKJg9ZpkGzjw","A rainy cold day calls for a dog! While unusual.. the Pineapple Express was delicious. From the roll to the perfect snap of the dog- it was done right.... I have recommended this place because it's so good. Love the service. Love the food. Love the place what can I saw I love it here!!!!

So I'm picky and I... All in all, it's aiite.

We cabbed over craving a corn dog. All we tried was the corn dog and that's all I am having here.

Too salty and batter is too..."
"751","01SiPgdiOskMC5bUJoyy_g","We go to Winchells quite often. It's not what you think of when you envision a typical ""Pub & Grill."" We get a warm, welcoming greeting & seated very... We go here very often for work occasions and it's a pretty stable place for a quick out of office lunch. If your office is close to this area consider... We stopped here on our way out of town.  The location was nice, our table was not cleaned well and mirky.  

The service was piss poor, our waiter was a..."
"752","9CNObWIk7w8poCo5IAtgmw","Had no idea this place was part of a chain, with locations all over. The person at the hotel recommended we try it.

The chicken fingers were very delicious... Service was prompt and the attendant was nice and courteous.
It was the first time eating at Raising Cane's and you beat that will will eat there again. The... When it comes to fingers, size matters.  I was extra hungry so I got six fingers and they were disappointingly small.  A lot smaller than the 4 fingers that..."
"753","6uV3KMOo8YQofuNUs4D9pA","The Good:  Absolutely outstanding! I've been searching for a decent place to get a great sandwich and I've finally found it. I ordered the Italian Sub and... When close to the airport and you want a sandwich that not your typical sandwich such as subway give these guys a try. I've had their French dip before so I... Amazing! Breads are fresh, sandwiches are made with quality ingredients, and customer service is superb. Definitely recommend if you're looking for a..."
"754","zK7sltLeRRioqYwgLiWUIA","I went here on a Saturday night with a friend! We had had cold chicken in the past but we decided to give it another go.
I got a mild vegan sandwich & my... *3.5 stars review. 

Not the worst burgers and chicken sandwiches but also not the best. I just wouldn't go out of my way to eat here. Check-in for a free... Had the chance to stop by on 11/01/19 with my cousins as we were in the DT/Fremont area.  Flippin' Good has a great location; middle of Fremont St right..."
"755","5CJL_2-XwCGBmOav4mFdYg","First time trying Tai Food was here about 1 month ago. My friend brought me here and now I've been craving it all the time. Have gone back 5 times already.... This restaurant use to be a staple in my household. We've been going here for nearly two years or more
It was nearby and it WAS yummy.....

But today was... An incident happened here last Friday (9/20/2019) at approximately 12AM that involved a new waitress named ***MAY*** and a few of their front-house..."
"756","FAiZp6pLY5l9JITMQPASbg","What a wonderful place! The drinks are amazing and the food is beyond anything you've ever imagined! My bartender and server was the bomb! Joe is so hot I... Only familiar with Chef Samuel DeMarco's cuisine from a 2012 visit to First Food & Bar it was a big surprise when 7th & Carson announced DeMarco's... I wanted to like this place more as it is small,  independent in Downtown Vegas and not om Fremont Street.  I would classify it as a healthyish bar and..."
"757","Gaq3S9lmjXVcuDCZ8ulppw","Very decent AYCE sushi restaurant.

All items I ordered tasted great including the dessert.

Service was lightning fast and friendly.

AYCE value here is... Updated Review:

I came here for lunch the other day and let the waitress know that I am now vegetarian. There were only about 5 other customers when I... Had high hopes for this place.
Forgot our orders ... Three times!
What the kcuf? Waited 30 mins for a small salad. 40 mins for pork belly. Our server mixed..."
"758","UXFLCGw1yOCajlMONYQM1w","Stopped in for breakfast on a recent trip to the Gold Coast. No line, discounts available with a players card, and no frills.  Only thing I saw that needed... Very disappointed in variety for the Saturday night buffet.  I wasn't expecting top tier food, but the prime rib was fatty and not high quality.  I was... This is literally the ""Golden Corral"" just under a different name and cost a lot more.
Haven't been here in years but,  price has increased and the food has..."
"759","YCEZLECK9IToE8Mysorbhw","It's a simple casual cafe more than a restaurant. They have a short menu but does a great job. I've been coming here on and off but I think after a few... Second day in a row eating here and I am really enjoying it ! Small menu which in my opinion, makes it easier to choose.  Burger yesterday.   Breakfast... The ambience is uninspired, and the food is bland at best. Not sure what they were going for conceptually, but it missed the mark. Decently decorated, but..."
"760","iSvYimxtJTiyXX1QCQr0Xw","Oh I'm loving this place. You got your smoothies, green/health/cleansing juices, acai bowls, wraps and panini sandwiches!? Yum! It's close by to where I... Love the açaí bowls here. 
The açaí bowls taste fresh and I think this place has the best açaí bowls in town. you can get 10% of your order with yelp!!
My... Today was the first time I visited here. My mother in law and I wanted to try it out. 

Their menu is pretty diverse such as  paninis, bowls, soups and..."
"761","Fkj8vJocYilePMZv2y54WA","!!!Laurita's is SO MUCH BETTER than Roberto's!!!  

Love this place!  Fernando is the BEST.   Excited to try the relleno burrito next visit! New go to for 24/7 quick decent mexi-food.

Got my usual bean and cheese burrito but they had a plate b&c wet burrito with a drink for $4.49! Sold!! Got the... The food is yummy, and the staff are really nice. They make everything fresh and ot doesn't take very long. Great place when ypu want real home cooked food"
"762","mUdalYTuAtnZm2K9zoH27Q","Well, well, well. The day has finally arrived for me to take the red-carpeted path towards a fine-dining experience over the hole-in-the-wall joints.

Call... Ok, so Joel Robuchon proper is definitely better and more expensive, but L'Atelier brings most of the flavor and service that you expect in a more casual... L'ATELIER de Joel Robuchon is a high end French small plate restaurant located in the MGM. This is a exhibition reservation only restaurant. You sit at a..."
"763","H-05-lRUJDUNDgYgaw7bXA","Chelsea was an amazing server and the food was great. Chelsea was the only server and handled it like a boss I would give more stars if I could and will be... Our sever Andrea was very friendly and  did a good job, food was good.  The hostess Dashani was very nice and friendly.  The wait was fine only about 10... I try to be objective when I write my reviews so it saddens me when I have a negative experience.

In a city with thousands of food choices, from the..."
"764","DNSDAtD6uxQkoZkQe2v4ew","So just remember you're not coming here for a trendy fun atmosphere, you're coming for the food. 
It's not up to date but it's clean. 

I personally loved... My wife and I haven't been to any Indian places in Vegas since we've been here over 4 years and wanted to try a highly rated place. I would say curry leaf... We were here on a weekday night, so the place was deserted and the service was great! 
We ordered a Malai Kofta, Dal Makhani, Mushroom Poriyal and nan..."
"765","9P23-V64kYz3trn9ecaJJA","Who would've thought such amazing sushi would be available in VEGAS? Vegas lacks a selection of amazing restaraunts and any Michelin star restaraunt.

I've... I'll keep it a 4 star review, only because I've been here 3 times, two times at the old location were spectacular and just recently went back at the new... Japanese top restaurants are my favorite. 
These one is definitely overpriced for every single dishes. 
We expected a lot more higher quality. 
There are no..."
"766","OVTY-NpcTA7iXbMQmusv3A","It's been a while since I visited a BJ but I'm glad I came this day. I came in with my mom for lunch and we noticed quite a lot of people but the hostess... As usual every year, BJ's steps up to the plate and honors us Veterans with a free dinner! I've been going there The last five years on Veterans Day and... I am typically not a fan of chain restaurants, but my wife and I went to BJ's to try their famed pizookie.  A pizookie is advertised as a pizza-cookie, a..."
"767","VPO8pBUwYz1u6GoG0d2U-Q","You've seen the low ratings and reviews all the Popeye's locations across the Vegas valley have. Well, up until last Monday, People across the country can't... This is the worst Popeyes I've ever been to let alone fast food restaurant.  The employees look miserable.  I waited in line and when I got to the  front... To be real, I go for the chicken but at this location you get a side of attitude with a little incompetence sprinkled on top. Seriously though, this has..."
"768","N6BDiFk2CyJTMPGUlcOfAg","Best red curry I've ever had. I love the monkey balls too! They have a good selection of drinks and boba. The Thai tea is delicious. Also very friendly... Mood - Tea

Upon entering you look at the menu on the wall then proceed to the counter- they want you to know your order before you go up. Your given a... They were great when they first opened and maybe a year after that but lately their food has been either super salty or awful! i don't like giving bad..."
"769","Mq1_dvcg5mbeplEmCEoUtQ","I am a huge fan of this place! 
My favorite dish is the Chicken Angelo with side veggies prepared perfectly every time!
I have also had Chicken Marcella... This place really in underrated. Unfortunately as brought up by other reviewers, this place is about 1/2 a mile from Casa Di Amore off Tropicana, a popular... I'm always on the lookout for a good Italian restaurant near home, and I've found one. I had rigatoni with meat sauce. The sauce had just the right..."
"770","nVAJZ6BJ9PPlxDXn976R6A","You're probably thinking... how? Well I traveled to Vegas just to try them! ... lol JK, but it was a perk! 

So, their burgers are really juicy and I really... This is cheat day heaven.  We have an in-n-out now in Texas, but we were in a rush to get to the Seven Magic Mountains and needed to stop and eat somewhere... First timer after hearing from others on West Coast about how great it is.
Well I was quite disappointed. It's no better than Sonic. Had a cheeseburger with..."
"771","yYMTMtguT90BfMJVxasFuw","Delivery Review::
I've been using Yelp's delivery (Grubhub) service and I'm happy to say that I really liked it. 
China Gourmet's delivered a delicious,... My husband ordered from Cafe Rio next door. The food was good but I bought a meal  to go and wanted to share some with my husband he went back in to ask for... So happy to find a Chinese place open on thanksgiving in summerlin. 

We ordered sweet and sour shrimp, sweet and sour pork, salt and pepper chicken wings..."
"772","p5PRvPUhJrA-QHhm5xOU7Q","Great food, usually go for the lamb gyro. Always been treated with a smile and good service.
Sometimes I place custom orders and they never missed a beat if... This is one of our overall favorite options for Philly's. I always go for the chicken philly, husband prefers the beef. They never disappoint on our orders.... Very good food. The kids liked it. Philly steak is very good. Gyros are tasty and filling. Service is very nice. We will become regulars."
"773","01Ov9eDxKRY5k6ImMdiWLQ","Great experience, this little Asian seafood diner is fantastic if you know what to order and when to order it. If you can manage to adjust your... Open until 6am daily, Hong Kong Garden Seafood & BBQ Cafe is a great option for anyone leaving the club around 4am and there aren't too many options left.... Came here for my mama's birthday and realized that my family's go-to place is always a Cjinese restaurant...no matter what state we are in!

Here's the..."
"774","sKA6EOpxvBtCg7Ipuhl1RQ","So i love coming here with my friends to dine in for some tasty sushi! I come after 10pm to do their happy hour revolving sushi! prices are amazing and is... For a cheap revolving sushi joint, this place is AMAZING! If you like Kura Sushi, this place is a hundred times better!

We always look forward to making a... Happy hour sushi, $1.75! Only thing better than sushi, is cheaper sushi! They had a really nice selection of fish some that I've never seen at a sushi bar,..."
"775","2sx52lDoiEtef7xgPCaoBw","My favorite thing to get here is the Mac daddy burger and cauliflower buffalo wings. 

The Mac daddy burger is filled with Mac and cheese, kale, the patty.... Twice I have gotten the wrong and missing items in my UberEats for lunch.

The second time which happened yesterday I called and she said ""there is nothing... Delicious raw vegan tacos. Really good bao buns (""BBQ Bao Wow"") too. 
Such helpful friendly staff. 
A great, well-priced, quick but nice option for good..."
