"","business_id","sentiments","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American","China.p","India.p","Italy.p","Japan.p","France.p","Mexico.p"
"717","HOlDxrYqfoJrVq2Eo-_LKQ",7,"Farmer Boys","4833 W Charleston Blvd","Las Vegas","NV","89146",36.1588115,-115.2072854,3,119,1,"Mexican, Salad, Cafes, Restaurants, American (Traditional), Breakfast & Brunch, Burgers, Diners",1,0,4,1,0,"average",1,1,0,1,1,0,"free","none","casual",1,0,1,0,0,1,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"718","hPclwunHi36YV8cPghWJBg",12,"Thai Food To Go","3242 E Desert Inn Rd, Ste 9","Las Vegas","NV","89121",36.130369,-115.10336,4.5,384,1,"Food Delivery Services, Thai, Asian Fusion, Noodles, Restaurants, Food, Fast Food",1,0,2,1,1,"average",1,1,0,1,1,1,"no","none","casual",0,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"719","HPLB1Tr8ZB5UkD-2umKPdA",4,"Fat Choy","595 E Sahara Ave","Las Vegas","NV","89104",36.1435299,-115.1469733,4,638,1,"Chinese, American (New), Asian Fusion, Restaurants",1,0,2,1,0,"average",1,2,0,1,1,1,"free","beer_and_wine","casual",1,0,1,1,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"720","hQ4IGBbdDcCUh11zUSzwCQ",5,"Big Ern's BBQ","707 E Fremont St","Las Vegas","NV","89101",36.167526,-115.138435,3.5,388,1,"Barbeque, Restaurants",1,0,2,1,1,"average",1,2,1,1,1,0,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"721","HQcel0uvg7N7KfhHJChfSQ",0,"Sushi Kaya","4355 Spring Mountain Rd, Ste 101B","Las Vegas","NV","89102",36.12592,-115.198097,3.5,1079,1,"Buffets, Restaurants, Japanese, Salad, Korean, Sushi Bars",1,1,3,1,0,"average",1,2,0,1,1,1,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"722","hqvqLihniz0ynit9c36JHg",5,"Biwon Korean BBQ & Sushi Restaurant","2721 W Sahara Ave","Las Vegas","NV","89102",36.1439175,-115.1790272,4,660,1,"Asian Fusion, Sushi Bars, Korean, Restaurants, Barbeque, Japanese",1,1,3,1,1,"average",1,2,0,1,1,0,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"723","Hr-3nCQLKOYN6qTLtbOmcg",12,"Streetcar Po-boys","1624 W Oakey Blvd","Las Vegas","NV","89102",36.1520371,-115.1632669,3.5,115,0,"Comfort Food, Restaurants, Soul Food, Sandwiches, Cajun/Creole",1,1,1,1,0,"average",1,2,0,0,1,0,"no","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"724","hrNIDao4XnOhrv7aaFehTg",-3,"Marco's Pizza","8795 W Warm Springs Rd","Las Vegas","NV","89148",36.0550930904,-115.2833114924,3.5,174,1,"Pizza, Italian, Food, Restaurants",1,0,2,1,1,"average",1,2,0,1,1,0,"no","none","casual",0,1,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"725","hroo5nOO8b9QhHX0GLg7oA",-2,"Pho So 1","4745 Spring Mountain Rd","Las Vegas","NV","89102",36.1249835,-115.2064306,3.5,839,0,"Restaurants, Vietnamese, Thai, Soup, Korean, Noodles",1,0,2,1,0,"average",1,1,0,1,1,0,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"726","hRQS8y-uG2kc8miWVYiLuQ",1,"Golden Steer Steakhouse","308 W Sahara Ave","Las Vegas","NV","89102",36.144141,-115.161171,4,873,1,"Restaurants, Italian, Seafood, Steakhouses, Salad",0,1,1,1,0,"average",1,3,0,1,2,1,"free","full_bar","dressy",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"727","hRZadfm7OEOzk0qjuk8BXg",5,"Cantina Laredo","430 S Rampart Blvd, Ste 110","Las Vegas","NV","89145",36.1667009,-115.2870029,3.5,385,0,"Specialty Food, Food, Restaurants, Mexican, Cocktail Bars, Nightlife, Bars",1,1,3,2,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"728","HsEStDB_LB6x0LuXQ6LP4A",1,"Khoury's Mediterranean Restaurant","9340 W Sahara Ave, Ste 106","Las Vegas","NV","89117",36.1475887978,-115.2991698263,4,334,1,"Restaurants, Sandwiches, Mediterranean, Lebanese, Middle Eastern, Greek",1,1,3,2,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"729","Hsn3CYnTsrQ2nJzTKefDQA",4,"Pho Saigon 8","6910 S Rainbow Blvd","Las Vegas","NV","89118",36.0627912,-115.2414903,4,192,1,"Coffee & Tea, Food, Restaurants, Vietnamese, Sandwiches",1,1,4,2,1,"average",1,1,0,0,1,1,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"730","hT86CbF0p75wKqgAEbWVrA",0,"Khun Chai Thai Restaurant","3650 S Decatur Blvd, Ste 1","Las Vegas","NV","89103",36.1242915571,-115.2078325097,4,176,0,"Beer, Wine & Spirits, Thai, Food Delivery Services, Restaurants, Food",1,0,3,1,1,"average",1,2,0,0,1,1,"free","beer_and_wine","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"731","hU7z5Jtl57RIODS0hPg9Ug",-1,"Apache Taco Shop","2521 S Fort Apache Rd, Ste 101","Las Vegas","NV","89117",36.1433424,-115.2981583,4,221,1,"Restaurants, Mexican, Food, Desserts, Tacos, Breakfast & Brunch",1,0,4,1,1,"quiet",1,1,1,1,1,1,"free","none","casual",0,1,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"732","HUKbH7r9TBJPri6LJbBKtw",-2,"Tacos Mexico","1800 Las Vegas Blvd S","Las Vegas","NV","89104",36.1500208,-115.1537364,3,144,1,"Real Estate, Restaurants, Home Services, Real Estate Services, Mexican",1,0,2,1,0,"average",1,1,0,1,1,0,"no","none","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"733","HUWLnKD5LSZY134amUO2Rg",4,"New York Pizza & Pasta","2400 S Jones Blvd, Ste 13","Las Vegas","NV","89146",36.1452004152,-115.224454178,4,274,1,"Restaurants, Pizza, Italian",1,0,2,1,1,"average",1,1,0,1,1,1,"free","beer_and_wine","casual",1,1,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"734","HUwzarG0givckxXWTF5lIQ",6,"MAMAOH","8635 S Rainbow Blvd, Ste 110","Las Vegas","NV","89139",36.031664731,-115.2442964539,4,199,0,"Korean, Restaurants, Asian Fusion",1,1,2,0,1,"average",1,2,0,0,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"735","HVFKw_1abKVGYscxYKlKYA",0,"Al's Beef","6840 W Sahara Ave","Las Vegas","NV","89146",36.1446343233,-115.241571726,3.5,168,0,"Hot Dogs, Restaurants, Sandwiches, Italian",1,0,1,1,1,"average",1,1,1,1,1,1,"free","none","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"736","HWl2EbZhkhAkFgqt44yUkA",18,"Senor Frog's","3300 Las Vegas Blvd S","Las Vegas","NV","89109",36.1247576879,-115.1706174407,2.5,883,1,"Mexican, Pubs, Nightlife, Personal Shopping, Shopping, Restaurants, Cocktail Bars, Bars",0,1,0,1,0,"very_loud",1,2,1,0,1,1,"no","full_bar","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"737","HYKTKG3X7jtLe6elxp63JQ",5,"Off the Hook","4155 S Buffalo Dr, Ste 105","Las Vegas","NV","89147",36.113268,-115.2618656,4,436,1,"Seafood, Fish & Chips, Restaurants, Vegan, Sandwiches, American (Traditional)",1,0,2,1,1,"average",1,2,0,1,1,0,"free","none","casual",1,1,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"738","HyKxWC9PrqlODjO-CBCIZA",9,"Naked City Pizza On Paradise","4608 Paradise Rd","Las Vegas","NV","89169",36.106057,-115.151203,3.5,355,1,"Restaurants, Pizza, Italian, Tacos, Sandwiches, Mexican, Chicken Wings",1,1,2,1,1,"average",1,2,0,1,1,1,"no","beer_and_wine","casual",1,1,1,0,0,1,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"739","HykZIiaHS35N2c5_QHoClA",3,"Manna Korean BBQ","6475 W Charleston Blvd, Ste 140","Las Vegas","NV","89146",36.1586808,-115.2367199,4.5,110,1,"Korean, Restaurants, Soul Food, Bubble Tea, Barbeque, Food",1,0,1,1,1,"average",1,1,1,1,1,0,"free","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"740","hYX0z2C6Th5XmcrKOP31fQ",13,"Double Helix Wine & Whiskey Lounge","6599 Las Vegas Blvd S, Ste 150b","Las Vegas","NV","89119",36.068132,-115.17776,4,376,1,"Wine Bars, Nightlife, American (New), Tapas/Small Plates, Bars, Tapas Bars, Cocktail Bars, Restaurants, Lounges, Whiskey Bars",0,1,1,3,1,"average",0,2,1,0,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"741","hZDNYOfZnVp10pFsycr8rg",3,"The Valley Thai Restaurant","1725 E Warm Springs Rd","Las Vegas","NV","89119",36.0571445,-115.1286093,4.5,137,1,"Restaurants, Thai",1,1,3,1,1,"quiet",1,2,0,1,1,1,"no","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"742","I1gRYCt2exnOMsTr-lEJVA",6,"Squeeze In","5165 S Ft Apache Rd, Ste 195","Las Vegas","NV","89148",36.0957104,-115.2982684,4.5,414,1,"Breakfast & Brunch, American (Traditional), Restaurants, Burgers",1,0,3,0,0,"average",1,2,0,1,1,0,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"743","I22wQGTkLFGn6jTOhwoecQ",-2,"Pepe's Tacos","2490 Fremont St","Las Vegas","NV","89104",36.1583542,-115.1164083,3.5,118,1,"Restaurants, Mexican",1,0,3,1,0,"average",1,1,0,1,1,1,"no","none","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"744","I2eDD2DK0TjgntEK0KzIbg",7,"Pho Vietnam Grille Express","3455 S Durango Dr, Ste 114","Las Vegas","NV","89117",36.1271903,-115.2800102,4.5,115,0,"Restaurants, Vietnamese",1,0,1,1,0,"quiet",1,1,0,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"745","i3mZIwNi1EiJ7-1A8amoyw",7,"Amena Bakery & Deli","2101 S Decatur Blvd, Ste 10","Las Vegas","NV","89102",36.148922,-115.209227,4.5,317,1,"Middle Eastern, Restaurants, Mediterranean, Bakeries, Food, Greek",1,0,2,1,1,"quiet",1,2,0,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"746","i53HvxUdQEMllZ1XmpjjyA",-7,"Sicily's Pizza","3585 S Durango Dr","Las Vegas","NV","89147",36.1247923,-115.2799153,2,376,1,"Chicken Wings, Restaurants, Pizza, Italian",0,0,2,1,1,"average",1,2,1,1,1,0,"no","none","casual",0,1,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"747","I5RoKagQjGYCWgY4_fK_rQ",7,"Russo's Pizza Kitchen","4950 S Rainbow Blvd, Ste 120","Las Vegas","NV","89118",36.0989227228,-115.2424021611,4,183,0,"Restaurants, Italian, Pizza",1,0,2,0,1,"average",1,2,0,1,1,1,"free","beer_and_wine","casual",1,1,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"748","I6EDDi4-Eq_XlFghcDCUhw",20,"Joes Seafood Prime Steak & Stone Crab","3500 Las Vegas Blvd S, Ste R-05","Las Vegas","NV","89109",36.1189331996,-115.1737519444,4.5,2417,1,"Steakhouses, Nightlife, Seafood, Restaurants, Bars, Wine Bars",0,1,1,2,1,"average",1,3,1,0,1,1,"no","full_bar","dressy",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"749","I8j1gHLKNJVN4dNVUOsedw",8,"Vickie's Diner","1700 S Las Vegas Blvd","Las Vegas","NV","89104",36.1507878,-115.1530184,4,255,1,"Cafes, Breakfast & Brunch, Diners, Restaurants",1,0,5,1,0,"average",1,1,0,1,1,0,"no","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"750","Ia1JlEo7UUyZtmqRe1K1Pw",-3,"Makers & Finders Coffee","2120 Festival Plaza Dr, Unit 140","Las Vegas","NV","89135",36.1486981,-115.3331133,3.5,243,1,"Food, Coffee & Tea, Breakfast & Brunch, Latin American, Restaurants",1,0,5,1,1,"loud",1,2,1,1,1,0,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"751","iA8Ve2sZKN5Vz3mYKrtCaQ",4,"Komol Restaurant","953 E Sahara Ave","Las Vegas","NV","89104",36.1424875212,-115.1425948144,4,757,1,"Thai, Vegetarian, Restaurants, Vegan",1,1,2,1,0,"average",1,2,0,1,1,0,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"752","iACo0RlJN6PGJez9oaK-tA",12,"Timbers - Durango","7045 N Durango Dr","Las Vegas","NV","89149",36.2890998,-115.288435,3,115,1,"American (Traditional), Nightlife, Bars, Restaurants, Breakfast & Brunch",0,0,3,1,1,"average",1,2,0,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"753","iAu8s96GKQ73Xe7j_2GyCQ",4,"Jackson's Bar & Grill","6020 W Flamingo Rd","Las Vegas","NV","89103",36.115196,-115.224077,4,251,1,"Salad, Bars, American (Traditional), Restaurants, Arts & Entertainment, Nightlife, Sports Bars, Casinos",0,0,3,1,1,"average",1,2,0,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"754","iAuOpYDfOTuzQ6OPpEiGwA",-6,"Memphis Championship Barbecue","2250 E Warm Springs Rd","Las Vegas","NV","89119",36.0577242,-115.1225863,3,401,1,"Venues & Event Spaces, Barbeque, Event Planning & Services, Restaurants, Nightlife, Sports Bars, Bars",1,1,2,1,1,"average",1,2,0,1,1,1,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"755","ibFdignja_hNpgCjDYP7Ug",-10,"Wahoo's Fish Tacos","7020 W Sunset Rd","Las Vegas","NV","89113",36.0708627333,-115.2449475957,4,278,1,"Seafood, Food, Gluten-Free, Restaurants, Mexican",1,0,3,1,1,"average",1,1,0,1,1,1,"free","full_bar","casual",1,1,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"756","IbiPt7jzF8Wsu82nHXaJPA",2,"Saino Indian Nepali Kitchen","4860 W Desert Inn Rd, Ste 09","Las Vegas","NV","89102",36.1316910159,-115.2073291981,4.5,106,0,"Pakistani, Indian, Buffets, Restaurants, Himalayan/Nepalese",1,1,1,1,0,"quiet",1,2,0,1,1,1,"free","none","casual",1,0,1,0,0,0,0,1,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"757","iBlQvqiy5Rg2h-y9TS1yOA",8,"Casa Del Matador","1770 Festival Plaza Dr, Ste 190","Las Vegas","NV","89135",36.1522311879,-115.3328960995,3.5,335,1,"Tex-Mex, Restaurants, Mexican, New Mexican Cuisine",1,1,3,0,0,"average",1,2,1,0,1,1,"free","full_bar","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"758","iCQpiavjjPzJ5_3gPD5Ebg",0,"Secret Pizza","3708 Las Vegas Blvd S, Level 3, The Boulevard Tower","Las Vegas","NV","89109",36.109837,-115.174212,4,4286,1,"Pizza, Restaurants",1,0,3,1,0,"average",1,1,0,0,1,1,"no","beer_and_wine","casual",0,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"759","ICWQfTi_Dvo723ZJicR8Vw",6,"Island Pacific Seafood Market","8650 W Tropicana Ave","Las Vegas","NV","89147",36.1010606055,-115.2804628273,3.5,106,1,"Imported Food, Grocery, Filipino, Restaurants, Ethnic Grocery, Ethnic Food, Seafood, Specialty Food, Food, International Grocery",1,0,2,1,1,"average",1,1,0,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"760","ID5wWJ9C7G0hfbQilvlfxA",3,"La Comida","100 S 6th St","Las Vegas","NV","89101",36.1683311,-115.1399425,3.5,638,1,"Bars, Tacos, Mexican, Restaurants, Cocktail Bars, Nightlife",1,1,1,1,1,"average",1,2,1,1,2,1,"no","full_bar","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"761","IF9C_h3NONhXZ7bbyhtnxA",4,"Osi's Kitchen","4604 W Sahara Ave, Ste 6","Las Vegas","NV","89102",36.1449617256,-115.2048179828,4.5,123,0,"Restaurants, Caterers, Event Planning & Services, Kosher, Mediterranean, Middle Eastern, Food",1,1,2,2,1,"quiet",1,2,0,1,1,1,"free","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"762","iFCz-xI7CV98fcaB4Chh3g",12,"The Black Sheep","8680 W Warm Springs Rd","Las Vegas","NV","89148",36.0560801,-115.2808739,4.5,344,1,"Nightlife, Wine Bars, Restaurants, Cocktail Bars, American (New), Bars",0,1,1,1,0,"average",1,2,0,1,5,0,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"763","IFvBnwcWJ54BgMzVnCxIrQ",8,"Life's A Bagel","2223 N Rampart Blvd","Las Vegas","NV","89128",36.2003923,-115.2819365,4.5,110,1,"Food, Restaurants, Delis, Bagels, Sandwiches, American (Traditional)",1,0,3,1,1,"quiet",1,1,0,1,1,0,"free","none","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"764","igHYkXZMLAc9UdV5VnR_AA",7,"Echo & Rig","440 S Rampart Blvd","Las Vegas","NV","89145",36.166576,-115.286232,4.5,2442,1,"Meat Shops, Butcher, Steakhouses, Specialty Food, Food, Restaurants",1,1,2,2,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"765","igU-mCXzyn-gmwSzJgeMEQ",4,"The Pizza Kitchen","5270 S Fort Apache Rd, Ste 320","Las Vegas","NV","89148",36.0931006304,-115.2965616526,4.5,207,0,"Italian, Pizza, Restaurants",1,0,2,1,0,"average",1,1,0,1,1,1,"free","none","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"766","Ih5Q1cNDLchhi1FqqTwrag",1,"Turmeric Flavors of India","700 E Fremont St","Las Vegas","NV","89101",36.1683737079,-115.1381191802,4.5,153,1,"Nightlife, Restaurants, Indian, Bars",1,1,2,1,1,"average",1,2,1,1,3,1,"free","full_bar","casual",1,0,1,0,0,0,0,1,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"767","iH6heFdMwPXk9GIO6PwUvA",10,"Beerhaus","3782 Las Vegas Blvd S","Las Vegas","NV","89109",36.1034073873,-115.1746588804,3.5,426,1,"Sports Bars, Food, Nightlife, Bars, Breweries, Beer Bar, Restaurants, American (New)",0,0,3,0,0,"loud",1,2,1,1,2,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"768","iI3jcwudiZYMVUeRPy-DwQ",5,"Curry Zen","7835 S Rainbow Blvd, Ste 9","Las Vegas","NV","89139",36.0454724327,-115.2440396324,4,244,1,"Restaurants, Japanese",1,0,2,1,0,"average",1,2,0,0,1,0,"free","none","casual",1,1,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"769","iiIXOU0L-KUCjuNES2e6Cw",0,"Rubio's","9310 W Sahara Ave, Ste 100","Las Vegas","NV","89117",36.1449033,-115.2989917,4,110,1,"Fast Food, Caterers, Salad, Seafood, Restaurants, Mexican, Event Planning & Services",1,0,2,1,1,"average",1,1,1,1,1,0,"free","none","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"770","IImZFNzX4cP84rFsyb-9mQ",2,"Noodle Shop","3950 S Las Vegas Blvd","Las Vegas","NV","89109",36.0919409454,-115.1753787784,2,483,1,"Chinese, Thai, Asian Fusion, Szechuan, Singaporean, Restaurants, Vietnamese",1,1,2,0,0,"average",1,2,0,0,1,1,"no","full_bar","casual",1,0,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"771","iiVeHbqOWMuKeUQz7ks71A",2,"Golden China Chinese Cuisine","3830 E Flamingo Rd, Ste E4","Las Vegas","NV","89121",36.1170213998,-115.0904787417,3,145,1,"Restaurants, Chinese",1,0,2,1,1,"average",1,1,0,1,1,1,"no","none","casual",1,1,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"772","iIwKW2cBAxjElE8eUzjwqA",-2,"Bobby's Burger Palace","3750 South Las Vegas Blvd","Las Vegas","NV","89109",36.1058300263,-115.1733150487,4,1249,1,"Sandwiches, Burgers, Restaurants, American (Traditional), Salad",1,0,2,1,0,"average",1,2,0,0,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"773","iIwMJdDuExGrOqkSAyPb9A",4,"Samurai Sam's","4175 S Grand Canyon Dr, Ste 103","Las Vegas","NV","89147",36.113711,-115.307527,3,106,1,"Restaurants, Japanese",1,0,2,0,1,"average",1,1,0,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"774","iJ4uoZkPNJ39Vfh0HirI3w",4,"Itsy Bitsy","150 Las Vegas Blvd N, Ste 100","Las Vegas","NV","89101",36.1700878,-115.1396153,4,339,0,"Asian Fusion, Cocktail Bars, Nightlife, Japanese, Sushi Bars, Ramen, Restaurants, Bars",0,1,2,1,0,"average",1,2,1,1,2,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"775","ijg7qQCYnhUWBd5JUxbfvA",-2,"Roxy's Diner","2000 Las Vegas Blvd S","Las Vegas","NV","89104",36.1473845,-115.1566778,3,413,0,"Restaurants, Breakfast & Brunch, Diners, Food, Desserts, Burgers",1,0,1,0,0,"average",1,2,0,0,1,0,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"776","IJGrBQyYpCBkbZx65H5J5g",1,"Rubio's","2390 E Serene, Ste 700-6","Las Vegas","NV","89123",36.02075794,-115.1191668712,4,118,1,"Restaurants, Salad, Mexican, Caterers, Event Planning & Services, Seafood, Fast Food",1,0,2,0,1,"average",1,1,1,1,1,0,"no","none","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"777","il0h5UFgcLiqEw8C6OOmtQ",2,"Homie's Cinnamon Rolls and Comfort Cafe","3035 E Tropicana Ave, Ste E","Las Vegas","NV","89121",36.0992176,-115.1096599,4.5,322,1,"Bakeries, Breakfast & Brunch, Restaurants, Food",1,0,4,0,1,"quiet",1,1,0,1,1,1,"free","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
